ATS_CODE	BORO	BORONUM	LOC_CODE	SCHOOLNAME	SCH_TYPE	MANAGED_BY	GEO_DISTRI	ADMIN_DIST	ADDRESS	STATE_CODE	ZIP	PRINCIPAL	PRIN_PH	FAX	GRADES	City
27Q104 	Q	4.0	Q104	P.S. 104 THE BAYS WATER	Elementary	1.0	27	27.0	26-01 MOTT AVENUE	NY	11691	Katie Grady	718-327-1910	718-337-2146	PK,0K,01,02,03,04,05,06,SE	QUEENS
27Q105 	Q	4.0	Q105	P.S. 105 THE BAY SCHOOL	K-8	1.0	27	27.0	420 BEACH  51 STREET	NY	11691	LAURIE SHAPIRO	718-474-8615	718-474-8841	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
27Q106 	Q	4.0	Q106	P.S. 106	Elementary	1.0	27	27.0	180 BEACH  35 STREET	NY	11691	MARCELLA SILLS	718-327-5828	718-327-5956	PK,0K,01,02,03,04,05,SE	QUEENS
25Q107 	Q	4.0	Q107	P.S. 107 THOMAS A DOOLEY	Elementary	1.0	25	25.0	167-02 45 AVENUE	NY	11358	JAMES PHAIR	718-762-5995	718-461-4989	PK,0K,01,02,03,04,05,SE	QUEENS
27Q108 	Q	4.0	Q108	P.S. 108 CAPTAIN VINCENT G. FOWLER	Elementary	1.0	27	27.0	108-10 109 AVENUE	NY	11420	MARIE BIONDOLLILO	718-641-4956	718-323-5379	PK,0K,01,02,03,04,05,SE	QUEENS
29Q109 	Q	4.0	Q109	JEAN NUZZI INTERMEDIATE SCHOOL	Junior High-Intermediate-Middle	1.0	29	29.0	213-10 92 AVENUE	NY	11428	MIATHERESA PATE	718-465-0651	718-264-1246	06,07,08,SE	QUEENS
30Q111 	Q	4.0	Q111	P.S. 111 JACOB BLACKWELL	K-8	1.0	30	30.0	37-15 13 STREET	NY	11101	RANDY SEABROOK	718-786-2073	718-729-7102	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
30Q112 	Q	4.0	Q112	P.S. 112 DUTCH KILLS	Elementary	1.0	30	30.0	25-05 37 AVENUE	NY	11101	Rafael Campos-Gatjens	718-784-5250	718-784-5681	0K,01,02,03,04,05,SE	QUEENS
27Q114 	Q	4.0	Q114	P.S. / M.S. 114 BELLE HARBOR	K-8	1.0	27	27.0	134-01 CRONSTON AVENUE	NY	11694	Stephen P. Grill	718-634-3382	718-945-4510	0K,01,02,03,04,05,06,07,08,SE	QUEENS
26Q115 	Q	4.0	Q115	P.S. 115 GLEN OAKS	Elementary	1.0	26	26.0	80-51 261 STREET	NY	11004	JAMES AMBROSE	718-831-4010	718-831-4014	PK,0K,01,02,03,04,05,SE	QUEENS
29Q116 	Q	4.0	Q116	P.S. 116 WILLIAM C. HUGHLEY	K-8	1.0	29	29.0	107-25 WREN PLACE	NY	11433	BARBARA FULLER	718-526-4884	718-658-5663	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
28Q117 	Q	4.0	Q117	P.S. 117 J. KELD / BRIARWOOD SCHOOL	Elementary	1.0	28	28.0	85-15 143 STREET	NY	11435	PAULA CUNNINGHAM	718-526-4780	718-297-1796	PK,0K,01,02,03,04,05,06,SE	QUEENS
29Q118 	Q	4.0	Q118	P.S. 118 LORRAINE HANSBERRY	Elementary	1.0	29	29.0	190-20 109 ROAD	NY	11412	Cynthia Ofori-Feaster	718-465-5538	718-264-9178	PK,0K,01,02,03,04,05,SE	QUEENS
24Q119 	Q	4.0	Q119	I.S. 119 THE GLENDALE	Junior High-Intermediate-Middle	1.0	24	24.0	74-01 78 AVENUE	NY	11385	Dr. Jeanne Fagan	718-326-8261	718-456-9523	06,07,08,SE	QUEENS
25Q120 	Q	4.0	Q120	P.S. 120 QUEENS	Elementary	1.0	25	25.0	58-01 136 STREET	NY	11355	JOAN MONROE	718-359-3390	718-460-4513	PK,0K,01,02,03,04,05,SE	QUEENS
28Q121 	Q	4.0	Q121	P.S. 121 QUEENS	Elementary	1.0	28	28.0	126-10 109 AVENUE	NY	11420	HENRY SOMERS	718-738-5126	718-843-5584	PK,0K,01,02,03,04,05,06,SE	QUEENS
30Q122 	Q	4.0	Q122	P.S. 122 MAMIE FAY	K-8	1.0	30	30.0	21-21 DITMARS BOULEVARD	NY	11105	PAMELA SABEL	718-721-6410	718-726-0016	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
27Q123 	Q	4.0	Q123	P.S. 123	Elementary	1.0	27	27.0	145-01 119 AVENUE	NY	11436	Cynthia Sumay-Eaton	718-529-4300	718-529-4290	PK,0K,01,02,03,04,05,SE	QUEENS
27Q124 	Q	4.0	Q124	P.S. 124 OSMOND A CHURCH	K-8	1.0	27	27.0	129-15 150 AVENUE	NY	11420	VALARIE LEWIS	718-529-2580	718-322-4039	0K,01,02,03,04,05,06,07,08,SE	QUEENS
24Q125 	Q	4.0	Q125	I.S. 125 THOM J. MCCANN WOODSIDE	Junior High-Intermediate-Middle	1.0	24	24.0	46-02 47 AVENUE	NY	11377	JUDY MITTLER	718-937-0320	718-361-2451	05,06,07,08,SE	QUEENS
30Q126 	Q	4.0	Q126	ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR	Junior High-Intermediate-Middle	1.0	30	30.0	31-51 21 STREET	NY	11106	ALEXANDER ANGUEIRA	718-274-8316	718-278-6512	06,07,08,SE	QUEENS
30Q127 	Q	4.0	Q127	P.S. 127 AEROSPACE SCIENCE MAGNE	K-8	1.0	30	30.0	98-01 25 AVENUE	NY	11369	EVITA SANABRIA	718-446-4700	718-397-7645	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
24Q128 	Q	4.0	Q128	P.S. 128 JUNIPER VALLEY	K-8	1.0	24	24.0	69-10 65th DRIVE	NY	11379	JOHN LAVELLE	718-326-6210	718-326-6080	0K,01,02,03,04,05,06,07,08,SE	QUEENS
25Q129 	Q	4.0	Q129	P.S. 129 PATRICIA LARKIN	Elementary	1.0	25	25.0	128-02 7 AVENUE	NY	11356	MARILYN ALESI	718-353-3150	718-321-2476	PK,0K,01,02,03,04,05,SE	QUEENS
25Q130 	Q	4.0	Q130	P.S. 130	Elementary	1.0	26	25.0	200-01 42 AVENUE	NY	11361	MICHELLE CONTRATTI	718-357-6606	718-428-5927	0K,01,02,03,SE	QUEENS
29Q131 	Q	4.0	Q131	P.S. 131 ABIGAIL ADAMS	Elementary	1.0	29	29.0	170-45 84 AVENUE	NY	11432	RANDOLPH FORD	718-739-4229	718-658-5690	0K,01,02,03,04,05,SE	QUEENS
29Q132 	Q	4.0	Q132	P.S. 132 RALPH BUNCHE	Elementary	1.0	29	29.0	132-15 218 STREET	NY	11413	Alicia Davis	718-528-5734	718-723-6931	PK,0K,01,02,03,04,05,SE	QUEENS
26Q133 	Q	4.0	Q133	P.S. 133 QUEENS	Elementary	1.0	26	26.0	248-05 86 AVENUE	NY	11426	SHELLEY STEPPEL	718-831-4016	718-831-4020	PK,0K,01,02,03,04,05,SE	QUEENS
29Q134 	Q	4.0	Q134	P.S. 134 HOLLIS	Elementary	1.0	29	29.0	203-02 109 AVENUE	NY	11412	Cheryl Marmon-Halm	718-464-5544	718-464-7779	PK,0K,01,02,03,04,05,SE	QUEENS
29Q135 	Q	4.0	Q135	THE BELLAIRE SCHOOL	Elementary	1.0	29	29.0	207-11 89 AVENUE	NY	11427	GEORGE HADJOGLOU	718-464-2119	718-464-8448	0K,01,02,03,04,05,SE	QUEENS
29Q136 	Q	4.0	Q136	P.S. 136 ROY WILKINS	Elementary	1.0	29	29.0	201-15 115 AVENUE	NY	11412	TANYA S.T. WALKER	718-465-2286	718-464-0040	PK,0K,01,02,03,04,05,SE	QUEENS
27Q137 	Q	4.0	Q137	M.S. 137 AMERICA'S SCHOOL OF HEROES	Junior High-Intermediate-Middle	1.0	27	27.0	109-15 98 STREET	NY	11417	LAURA MASTROGIOVANNI	718-659-0471	718-659-4594	06,07,08,SE	QUEENS
29Q138 	Q	4.0	Q138	P.S. 138 SUNRISE	K-8	1.0	29	29.0	251-11 WELLER AVENUE	NY	11422	James Mc Enaney	718-528-9053	718-723-5670	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
28Q139 	Q	4.0	Q139	P.S. 139 REGO PARK	Elementary	1.0	28	28.0	93-06 63 DRIVE	NY	11374	MONICA BRIDGET POWERS-MEADE	718-459-1044	718-997-8639	0K,01,02,03,04,05,06,SE	QUEENS
30Q141 	Q	4.0	Q141	I.S. 141 THE STEINWAY	Junior High-Intermediate-Middle	1.0	30	30.0	37-11 21 AVENUE	NY	11105	MIRANDA PAVLOU	718-278-6403	718-278-2884	06,07,08,SE	QUEENS
24Q143 	Q	4.0	Q143	P.S. 143 LOUIS ARMSTRONG	Elementary	1.0	24	24.0	34-74 113 STREET	NY	11368	SHEILA GORSKI	718-429-5700	718-478-8306	0K,01,02,03,04,05,SE	QUEENS
28Q144 	Q	4.0	Q144	P.S. 144 COL JEROMUS REMSEN	Elementary	1.0	28	28.0	93-02 69 AVENUE	NY	11375	REVA GLUCK SCHNEIDER	718-268-2775	718-575-3734	PK,0K,01,02,03,04,05,06,SE	QUEENS
30Q145 	Q	4.0	Q145	I.S. 145 JOSEPH PULITZER	Junior High-Intermediate-Middle	1.0	30	30.0	33-34 80 STREET	NY	11372	DOLORES BECKHAM	718-457-1242	718-335-0601	06,07,08,SE	QUEENS
27Q146 	Q	4.0	Q146	P.S. 146 HOWARD BEACH	K-8	1.0	27	27.0	98-01 159 AVENUE	NY	11414	JAMES MCKEON	718-843-4880	718-641-0901	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
29Q147 	Q	4.0	Q147	P.S. 147 RONALD MCNAIR	K-8	1.0	29	29.0	218-01 116 AVENUE	NY	11411	ANNE COHEN	718-528-2420	718-723-7819	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
30Q148 	Q	4.0	Q148	P.S. 148 QUEENS	Elementary	1.0	30	30.0	89-02 32 AVENUE	NY	11369	Andrew Paccione Jr.	718-898-8181	718-476-2992	PK,0K,01,02,03,04,05,SE	QUEENS
30Q149 	Q	4.0	Q149	P.S. 149 CHRISTA MCAULIFFE	Elementary	1.0	30	30.0	93-11 34 AVENUE	NY	11372	ESTHER SALORIO	718-898-3630	718-476-1976	0K,01,02,03,04,05,SE	QUEENS
30Q150 	Q	4.0	Q150	P.S. 150 QUEENS	Elementary	1.0	30	30.0	40-01 43 AVENUE	NY	11104	CARMEN PARACHE	718-784-2252	718-729-7823	PK,0K,01,02,03,04,05,06,SE	QUEENS
30Q151 	Q	4.0	Q151	P.S. 151 MARY D. CARTER	Elementary	1.0	30	30.0	50-05 31 AVENUE	NY	11377	JASON GOLDNER	718-728-2676	718-545-2028	PK,0K,01,02,03,04,05,SE	QUEENS
30Q152 	Q	4.0	Q152	P.S. 152 GWENDOLYN ALLEYNE	Elementary	1.0	30	30.0	33-52 62 STREET	NY	11377	VINCENT VITOLO	718-429-3141	718-779-7532	PK,0K,01,02,03,04,05,06,SE	QUEENS
24Q153 	Q	4.0	Q153	P.S. 153 MASPETH ELEM	Elementary	1.0	24	24.0	60-02 60 LANE	NY	11378	SUSAN BAUER	718-821-7850	718-386-7392	PK,0K,01,02,03,04,05,06,SE	QUEENS
25Q154 	Q	4.0	Q154	P.S. 154 QUEENS	Elementary	1.0	25	25.0	75-02 162 STREET	NY	11366	DANIELLE GIUNTA	718-591-1500	718-591-8751	PK,0K,01,02,03,04,05,SE	QUEENS
27Q155 	Q	4.0	Q155	P.S. 155	Elementary	1.0	27	27.0	130-02 115 AVENUE	NY	11420	DOROTHY MORRIS	718-529-0767	718-529-0773	PK,0K,01,02,03,04,05,SE	QUEENS
29Q156 	Q	4.0	Q156	P.S. 156 LAURELTON	K-8	1.0	29	29.0	229-02 137 AVENUE	NY	11413	NOREEN LITTLE	718-528-9173	718-723-7720	0K,01,02,03,04,05,06,07,08,SE	QUEENS
28Q157 	Q	4.0	Q157	J.H.S. 157 STEPHEN A. HALSEY	Junior High-Intermediate-Middle	1.0	28	28.0	63-55 102ND STREET	NY	11374	VINCENT SURACI	718-830-4910	718-830-4993	06,07,08,09,SE	QUEENS
26Q158 	Q	4.0	Q158	M.S. 158 MARIE CURIE	Junior High-Intermediate-Middle	1.0	26	26.0	46-35 OCEANIA STREET	NY	11361	MARIE NAPPI	718-423-8100	718-423-8135	06,07,08,SE	QUEENS
26Q159 	Q	4.0	Q159	P.S. 159	Elementary	1.0	26	26.0	205-01 33 AVENUE	NY	11361	MARLENE ZUCKER	718-423-8553	718-423-8583	PK,0K,01,02,03,04,05,SE	QUEENS
28Q160 	Q	4.0	Q160	P.S. 160 WALTER FRANCIS BISHOP	Elementary	1.0	28	28.0	109-59 INWOOD STREET	NY	11435	JERMAINE GARDEN	718-526-5523	718-526-8191	PK,0K,01,02,03,04,05,06,SE	QUEENS
28Q161 	Q	4.0	Q161	P.S. 161 ARTHUR ASHE SCHOOL	Elementary	1.0	28	28.0	101-33 124 STREET	NY	11419	JILL HODER	718-441-5493	718-441-6202	PK,0K,01,02,03,04,05,06,SE	QUEENS
26Q162 	Q	4.0	Q162	P.S. 162 JOHN GOLDEN	Elementary	1.0	26	26.0	201-02 53 AVENUE	NY	11364	Joan Casale	718-423-8621	718-423-8647	0K,01,02,03,04,05,SE	QUEENS
25Q163 	Q	4.0	Q163	P.S. 163 FLUSHING HEIGHTS	Elementary	1.0	25	25.0	159-01 59 AVENUE	NY	11365	Nicole Bullen	718-353-2514	718-460-4244	PK,0K,01,02,03,04,05,SE	QUEENS
25Q164 	Q	4.0	Q164	P.S. 164 QUEENS VALLEY	K-8	1.0	25	25.0	138-01 77 AVENUE	NY	11367	ANNE ALFONSO	718-544-1083	718-544-2042	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
25Q165 	Q	4.0	Q165	P.S. 165 EDITH K. BERGTRAUM	Elementary	1.0	25	25.0	70-35 150 STREET	NY	11367	RAQUEL VICTORIA DEMILLIO	718-263-4004	718-793-9812	PK,0K,01,02,03,04,05,SE	QUEENS
30Q166 	Q	4.0	Q166	P.S. 166 HENRY GRADSTEIN	Elementary	1.0	30	30.0	33-09 35 AVENUE	NY	11106	JANET FARRELL	718-786-6703	718-729-7443	PK,0K,01,02,03,04,05,SE	QUEENS
25Q169 	Q	4.0	Q169	P.S. 169 BAY TERRACE	Elementary	1.0	25	25.0	18-25 212 STREET	NY	11360	Vanessa Rosa	718-428-6160	718-224-1013	PK,0K,01,02,03,04,05,SE	QUEENS
30Q171 	Q	4.0	Q171	P.S. 171 PETER G. VAN ALST	Elementary	1.0	30	30.0	14-14 29 AVENUE	NY	11102	ANNE BUSSEL	718-932-0909	718-932-6749	PK,0K,01,02,03,04,05,SE	QUEENS
26Q172 	Q	4.0	Q172	IRWIN ALTMAN MIDDLE SCHOOL 172	Junior High-Intermediate-Middle	1.0	26	26.0	81-14 257 STREET	NY	11004	JEFFREY SLIVKO	718-831-4000	718-831-4008	06,07,08,SE	QUEENS
26Q173 	Q	4.0	Q173	P.S. 173 FRESH MEADOWS	Elementary	1.0	26	26.0	174-10 67 AVENUE	NY	11365	MOLLY WANG	718-358-2243	718-358-2989	PK,0K,01,02,03,04,05,SE	QUEENS
28Q174 	Q	4.0	Q174	P.S. 174 WILLIAM SIDNEY MOUNT	Elementary	1.0	28	28.0	65-10 DIETERLE CRESCENT	NY	11374	KARIN KELLY	718-897-7006	718-897-7254	PK,0K,01,02,03,04,05,06,SE	QUEENS
28Q175 	Q	4.0	Q175	P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL	Elementary	1.0	28	28.0	64-35 102 STREET	NY	11374	LINDA GREEN	718-897-8600	718-997-8644	0K,01,02,03,04,05,SE	QUEENS
29Q176 	Q	4.0	Q176	P.S. 176 CAMBRIA HEIGHTS	Elementary	1.0	29	29.0	120-45 235 STREET	NY	11411	ARLENE BARTLETT	718-525-4057	718-276-3458	PK,0K,01,02,03,04,05,SE	QUEENS
75Q177 	Q	4.0	Q177	P.S. Q177	K-12 all grades	1.0	26	75.0	56-37 188 STREET	NY	11365	Kathy Posa	718-357-4650	718-357-3507	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
26Q178 	Q	4.0	Q178	P.S./ IS 178 HOLLISWOOD	K-8	1.0	26	26.0	189-10 RADNOR ROAD	NY	11423	JENNIFER AMBERT	718-464-5763	718-464-5766	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
29Q181 	Q	4.0	Q181	P.S. 181 BROOKFIELD	Elementary	1.0	29	29.0	148-15 230 STREET	NY	11413	ANDREA BELCHER	718-528-5807	718-723-7825	PK,0K,01,02,03,04,05,SE	QUEENS
28Q182 	Q	4.0	Q182	P.S. 182 SAMANTHA SMITH	Early Childhood	1.0	28	28.0	90-36 150 STREET	NY	11435	ANDREW TODD TOPOL	718-291-8500	718-297-0182	PK,0K,01,02,SE	QUEENS
27Q183 	Q	4.0	Q183	P.S. 183 DR. RICHARD R. GREEN	K-8	1.0	27	27.0	2-45 BEACH  79 STREET	NY	11693	RENEE PEART	718-634-9459	718-634-9458	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
25Q184 	Q	4.0	Q184	P.S. 184 FLUSHING MANOR	Elementary	1.0	25	25.0	163-15 21 ROAD	NY	11357	DORA PANTELIS	718-352-7800	718-352-0311	PK,0K,01,02,03,04,05,SE	QUEENS
25Q185 	Q	4.0	Q185	J.H.S. 185 EDWARD BLEEKER	Junior High-Intermediate-Middle	1.0	25	25.0	147-26 25 DRIVE	NY	11354	VALERIE SAWINSKI	718-445-3232	718-359-5352	06,07,08,SE	QUEENS
26Q186 	Q	4.0	Q186	P.S. 186 CASTLEWOOD	Elementary	1.0	26	26.0	252-12 72 AVENUE	NY	11426	Dolores Troy-Quinn	718-831-4021	718-831-4029	PK,0K,01,02,03,04,05,SE	QUEENS
26Q188 	Q	4.0	Q188	P.S. 188 KINGSBURY	Elementary	1.0	26	26.0	218-12 HARTLAND AVENUE	NY	11364	JANET CARAISCO	718-464-5768	718-464-5771	PK,0K,01,02,03,04,05,SE	QUEENS
25Q189 	Q	4.0	Q189	J.H.S. 189 DANIEL CARTER BEARD	Junior High-Intermediate-Middle	1.0	25	25.0	144-80 BARCLAY AVENUE	NY	11355	Cindy Diaz-Burgos	718-359-6676	718-358-0155	06,07,08,SE	QUEENS
28Q190 	Q	4.0	Q190	J.H.S. 190 RUSSELL SAGE	Junior High-Intermediate-Middle	1.0	28	28.0	68-17 AUSTIN STREET	NY	11375	Marilyn Grant	718-830-4970	718-830-3566	06,07,08,09,SE	QUEENS
26Q191 	Q	4.0	Q191	P.S. 191 MAYFLOWER	Elementary	1.0	26	26.0	85-15 258 STREET	NY	11001	MICHAEL RANIERI	718-831-4032	718-831-4036	PK,0K,01,02,03,04,05,SE	QUEENS
29Q192 	Q	4.0	Q192	I.S. 192 THE LINDEN	Junior High-Intermediate-Middle	1.0	29	29.0	109-89 204 STREET	NY	11412	Harriett Diaz	718-479-5540	718-217-4645	06,07,08,SE	QUEENS
25Q193 	Q	4.0	Q193	P.S. 193 ALFRED J. KENNEDY	Elementary	1.0	25	25.0	152-20 11 AVENUE	NY	11357	Joyce E. Bush	718-767-8810	718-746-7617	PK,0K,01,02,03,04,05,SE	QUEENS
25Q194 	Q	4.0	Q194	J.H.S. 194 WILLIAM CARR	Junior High-Intermediate-Middle	1.0	25	25.0	154-60 17 AVENUE	NY	11357	Richard Garino	718-746-0818	718-746-7618	06,07,08,SE	QUEENS
29Q195 	Q	4.0	Q195	P.S. 195 WILLIAM HABERLE	Elementary	1.0	29	29.0	253-50 149 AVENUE	NY	11422	BERYL BAILEY	718-723-0313	718-723-7826	PK,0K,01,02,03,04,05,SE	QUEENS
28Q196 	Q	4.0	Q196	P.S. 196 GRAND CENTRAL PARKWAY	Elementary	1.0	28	28.0	71-25 113 STREET	NY	11375	SUSAN MIGLIANO	718-263-9770	718-575-3934	0K,01,02,03,04,05,SE	QUEENS
27Q197 	Q	4.0	Q197	P.S. 197 THE OCEAN SCHOOL	Elementary	1.0	27	27.0	825 HICKSVILLE ROAD	NY	11691	JEAN MCKEON	718-327-1083	718-327-3518	PK,0K,01,02,03,04,05,06,SE	QUEENS
24Q199 	Q	4.0	Q199	P.S. 199 MAURICE A. FITZGERALD	Elementary	1.0	24	24.0	39-20 48 AVENUE	NY	11104	Anthony Inzerillo	718-784-3431	718-786-1375	0K,01,02,03,04,SE	QUEENS
25Q200 	Q	4.0	Q200	P.S. 200 POMONOK	K-8	1.0	25	25.0	70-10 164 STREET	NY	11365	Farrah Mckenna	718-969-7780	718-380-2615	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
25Q201 	Q	4.0	Q201	P.S. 201 KISSENA	Elementary	1.0	25	25.0	65-11 155 STREET	NY	11367	Rebecca Lozada	718-359-0620	718-321-2081	PK,0K,01,02,03,04,05,SE	QUEENS
27Q202 	Q	4.0	Q202	J.H.S. 202 ROBERT H. GODDARD	Junior High-Intermediate-Middle	1.0	27	27.0	138-30 LAFAYETTE STREET	NY	11417	WILLIAM FITZGERALD	718-848-0001	718-848-8082	06,07,08,SE	QUEENS
26Q203 	Q	4.0	Q203	P.S. 203 OAKLAND GARDENS	Elementary	1.0	26	26.0	53-11 SPRINGFIELD BOULEVARD	NY	11364	CAROLE NUSSBAUM	718-423-8652	718-423-8713	PK,0K,01,02,03,04,05,SE	QUEENS
30Q204 	Q	4.0	Q204	I.S. 204 OLIVER W. HOLMES	Junior High-Intermediate-Middle	1.0	30	30.0	36-41 28 STREET	NY	11106	YVONNE LEIMSIDER	718-937-1463	718-937-7964	06,07,08,SE	QUEENS
26Q205 	Q	4.0	Q205	P.S. 205 ALEXANDER GRAHAM BELL	Elementary	1.0	26	26.0	75-25 BELL BOULEVARD	NY	11364	Karen Scott-Piazza	718-464-5773	718-464-5875	PK,0K,01,02,03,04,05,SE	QUEENS
27Q207 	Q	4.0	Q207	P.S. 207 ROCKWOOD PARK	K-8	1.0	27	27.0	159-15 88 STREET	NY	11414	LINDA SPADARO	718-848-2700	718-848-4226	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
29Q208 	Q	4.0	Q208	P.S. / I.S. 208	K-8	1.0	29	29.0	74-30 COMMONWEALTH BLVD	NY	11426	JAMES PHILEMY	718-468-6420	718-468-5054	0K,01,02,03,04,05,06,07,08,SE	QUEENS
25Q209 	Q	4.0	Q209	P.S. 209 CLEARVIEW GARDENS	Elementary	1.0	25	25.0	16-10 UTOPIA PARKWAY	NY	11357	MARY MCDONNELL	718-352-3939	718-352-0367	PK,0K,01,02,03,04,05,SE	QUEENS
27Q210 	Q	4.0	Q210	J.H.S. 210 ELIZABETH BLACKWELL	Junior High-Intermediate-Middle	1.0	27	27.0	93-11 101 AVENUE	NY	11416	Rosalyn Allman-Manning	718-845-5942	718-845-4037	06,07,08,SE	QUEENS
30Q212 	Q	4.0	Q212	P.S. 212	Elementary	1.0	30	30.0	34-25 82 STREET	NY	11372	CARIN ILENE ELLIS	718-898-6973	718-898-7068	0K,01,02,03,04,05,SE	QUEENS
26Q213 	Q	4.0	Q213	P.S. 213 THE CARL ULLMAN SCHOOL	Elementary	1.0	26	26.0	231-02 67 AVENUE	NY	11364	Kathleen Driscoll	718-423-8747	718-423-8805	PK,0K,01,02,03,04,05,SE	QUEENS
25Q214 	Q	4.0	Q214	P.S. 214 CADWALLADER COLDEN	Elementary	1.0	25	25.0	31-15 140 STREET	NY	11354	Denise Fuccillo	718-461-4055	718-460-6841	PK,0K,01,02,03,04,05,SE	QUEENS
27Q215 	Q	4.0	Q215	P.S. 215 LUCRETIA MOTT	Elementary	1.0	27	27.0	535 BRIAR PLACE	NY	11691	SUSAN RIPPE HOFMANN	718-327-7928	718-327-7804	PK,0K,01,02,03,04,05,SE	QUEENS
26Q216 	Q	4.0	Q216	J.H.S. 216 GEORGE J. RYAN	Junior High-Intermediate-Middle	1.0	26	26.0	64-20 175 STREET	NY	11365	Reginald Landeau	718-358-2005	718-358-2070	06,07,08,SE	QUEENS
28Q217 	Q	4.0	Q217	J.H.S. 217 ROBERT A. VAN WYCK	Junior High-Intermediate-Middle	1.0	28	28.0	85-05 144 STREET	NY	11435	PATRICK MICHAEL BURNS	718-657-1120	718-291-3668	06,07,08,SE	QUEENS
25Q219 	Q	4.0	Q219	P.S. 219 PAUL KLAPPER	K-8	1.0	25	25.0	144-39 GRAVETT ROAD	NY	11367	Frederick Wright	718-793-2130	718-793-1039	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
28Q220 	Q	4.0	Q220	P.S. 220 EDWARD MANDEL	Elementary	1.0	28	28.0	62-10 108 STREET	NY	11375	Josette Pizarro	718-592-3030	718-271-7642	PK,0K,01,02,03,04,05,SE	QUEENS
26Q221 	Q	4.0	Q221	P.S. 221 NORTH HILLS	Elementary	1.0	26	26.0	57-40 MARATHON PARKWAY	NY	11362	Sheelia Twomey	718-423-8825	718-423-8841	PK,0K,01,02,03,04,05,SE	QUEENS
30Q222 	Q	4.0	Q222	P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SC	Early Childhood	1.0	30	30.0	86-15 37 AVENUE	NY	11372	YVONNE MARRERO	718-429-2563	718-429-3484	PK,0K,01,02,SE	QUEENS
27Q223 	Q	4.0	Q223	P.S. 223 LYNDON B. JOHNSON	Elementary	1.0	27	27.0	125-20 SUTPHIN BOULEVARD	NY	11434	DEBORAH OTTO	718-322-9012	718-925-9020	PK,0K,01,02,03,04,05,SE	QUEENS
75Q224 	Q	4.0	Q224	P.S. Q224	K-8	1.0	26	75.0	252-12 72 AVENUE	NY	11426	DESMOND PARK	718-831-4024	718-831-4026	PK,0K,01,02,03,04,05,06,07,08,SE	QUEENS
27Q226 	Q	4.0	Q226	J.H.S. 226 VIRGIL I. GRISSOM	Junior High-Intermediate-Middle	1.0	27	27.0	121-10 ROCKAWAY BOULEVARD	NY	11420	Rushell White	718-843-2260	718-835-6317	06,07,08,SE	QUEENS
30Q227 	Q	4.0	Q227	I.S. 227 LOUIS ARMSTRONG	Junior High-Intermediate-Middle	1.0	30	30.0	32-02 JUNCTION BOULEVARD	NY	11369	WILLIAM FAHEY	718-335-7500	718-779-7186	05,06,07,08,SE	QUEENS
24Q229 	Q	4.0	Q229	P.S. 229 EMANUEL KAPLAN	Elementary	1.0	24	24.0	67-25 51 ROAD	NY	11377	Dr. Sibylle Ajwani	718-446-2120	718-672-3117	PK,0K,01,02,03,04,05,06,SE	QUEENS
30Q230 	Q	4.0	Q230	I.S. 230	Junior High-Intermediate-Middle	1.0	30	30.0	73-10 34 AVENUE	NY	11372	SHARON TERRY	718-335-7648	718-335-7513	06,07,08,SE	QUEENS
29Q231 	Q	4.0	Q231	I.S. 231 MAGNETECH 2000	Junior High-Intermediate-Middle	1.0	29	29.0	145-00 SPRINGFIELD BOULEVARD	NY	11413	EMMANUEL LUBIN	718-276-5140	718-276-2259	06,07,08,SE	QUEENS
27Q232 	Q	4.0	Q232	P.S. 232 LINDENWOOD	K-8	1.0	27	27.0	153-23 83 STREET	NY	11414	LISA JOSEPHSON	718-848-9247	718-738-8505	0K,01,02,03,04,05,06,07,08,SE	QUEENS
75Q233 	Q	4.0	Q233	P.S. Q233	K-12 all grades	1.0	28	75.0	91-30 METROPOLITAN AVENUE	NY	11375	Debbie Edmonds	718-286-4700	718-286-4701	02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
30Q234 	Q	4.0	Q234	P.S. 234	Elementary	1.0	30	30.0	30-15 29 STREET	NY	11102	THEA PALLOS	718-932-5650	718-932-5398	PK,0K,01,02,03,04,05,SE	QUEENS
