Certificate Number,Ownership_Name,DBA Name,Business Address Number,Business Address Street Name,Business Address Full,Business Room Suite,Business Zip,Business Number,Location Number,Class Code,PBC Code,DBA Start Date,Location Start Date,Mailing Address 1,Mailing Address 2,Mailing City/State/Zip Code,Location
385140,WLC CORPORATION,EGGETTES.COM                  ,3136,NORIEGA ST,3136 NORIEGA ST,,94122,1,1,8,5800,20050214,20050214,3136 NORIEGA ST,,SAN FRANCISCO CA 941224046,"(37.7535464230978, -122.497576692356)"
385111,888 FOODS & ENTERPRISES INC,888 FOODS & ENTERPRISES INC   ,257,3RD ST,257 3RD ST,,94103,1,1,8,5800,20050211,20050211,355 PARK PLAZA DR APT 317,,DALY CITY CA 940151579,"(37.7847115350288, -122.399367228217)"
384978,SUNGA RAMON,HOWARD'S CAFE                 ,1309,NINTH AVE,1309 NINTH AVE,,94122,1,1,8,3079,20050228,20050228,1309 NINTH AVE,,SAN FRANCISCO CA 941222308,"(37.7637738075184, -122.466669136748)"
384957,POLKERS GOURMET INC,POLKERS GOURMET BURGERS       ,2226,POLK ST,2226 POLK ST,,94109,1,1,8,5800,20050101,20050101,2226 POLK ST,,SAN FRANCISCO CA 941091820,
384798,TACQUERIA LOS COYOTES NO 2 INC,TAQUERIA LOS COYOTES NO 2 INC ,3036,16TH ST,3036 16TH ST,,94103,1,1,8,5800,20050101,20050101,3036 16TH ST,,SAN FRANCISCO CA 941033403,"(37.7652547360496, -122.420415098898)"
384776,JOHNSON DENETRA M,LALORAS CLOTHING CAFE         ,266,REY ST,266 REY ST,,94134,1,1,8,3079,20050203,20050203,PO BOX 423977,,SAN FRANCISCO CA 941423977,"(37.7101158345603, -122.412445025331)"
384723,MAVERICK RESTAURANT GROUP LLC,MAVERICK                      ,3316,17TH ST,3316 17TH ST,,94110,1,1,8,5812,20050101,20050101,3316 17TH STREET,,SAN FRANCISCO CA 941100000,"(37.7635791068643, -122.419977045052)"
384704,KANG GURINDER,SAN FRANCISCO PIZZA KITCHEN   ,2246,JERROLD ST,2246 JERROLD ST,#4,94124,2,1,8,3079,20060316,20060316,311 MARINA BLVD,,SAN FRANCISCO CA 941231213,"(37.7456722549448, -122.40008236146)"
384675,HAN JUDY & WONG YUET FEI,U-LEE RESTAURANT              ,1468,HYDE ST,1468 HYDE ST,,94109,1,1,8,5812,20050101,20050101,1468 HYDE ST,,SAN FRANCISCO CA 941093106,
384584,ZIMMERMAN FRED,FRED ZIMMERMAN                ,2209,"LEMANTREE WY, #1","2209 LEMANTREE WY, #1",,94509,1,999,8,3079,20050127,20050127,2912 GARFIELD PL,,ANTIOCH CA 945095323,
384547,NEW OSHA THAI INC,OSHA THAI RESTAURANT & LOUNGE ,311,3RD ST,311 3RD ST,,94107,3,1,8,5800,20091009,20091009,311 3RD STREET,,SAN FRANCISCO CA 941100000,
384460,CASTANEDA OSVALDO,NEW YORK MINUTE DELI          ,1650,HOLLOWAY AVE,1650 HOLLOWAY AVE,134,94132,1,1,8,3079,20050201,20050201,1650 HOLLOWAY AVE #134,,SAN FRANCISCO CA 941321722,
384394,BALLESTEROS MARCO A,PIZZA & PASTA                 ,1650,HOLLOWAY AVE,1650 HOLLOWAY AVE,,94132,1,1,8,3079,20050101,20050101,1650 HOLLOWAY AVE,,SAN FRANCISCO CA 941321722,
384370,CHINATOWN FOOD COURT LLC,CHINATOWN FOOD COURT LLC      ,601,GRANT AVE,601 GRANT AVE,,94108,1,1,8,5800,20050101,20050101,601 GRANT AVE,,SAN FRANCISCO CA 941082401,"(37.7926139863542, -122.406189245218)"
384320,SANTANA ESG INC,TACOS SAN BUENA               ,768,SANSOME ST,768 SANSOME ST,,94111,4,1,8,5800,20050101,20110401,2598 HARRISON ST,,SAN FRANCISCO CA 941102720,"(37.7973613468344, -122.401648822945)"
384320,SANTANA ESG INC,TACO SAN BUENA                ,2598,HARRISON ST,2598 HARRISON ST,,94110,3,1,8,5800,20050101,20110719,2598 HARRISON ST,,SAN FRANCISCO CA 941102720,"(37.7560259388535, -122.412415691645)"
384320,SANTANA ESG INC,MIS ANTOJITOS                 ,2598,HARRISON ST,2598 HARRISON ST,,94110,2,1,8,5800,20050101,20060325,2598 HARRISON ST,,SAN FRANCISCO CA 941102720,"(37.7560259388535, -122.412415691645)"
384285,SEGA FOOD GROUP INC,CAFE BELLINI                  ,15,POWELL ST,15 POWELL ST,,94102,7,5,8,5800,20081224,20081224,235 POWELL ST,,SAN FRANCISCO CA 941022205,
384285,SEGA FOOD GROUP INC,CAFFE CENTRAL                 ,845,MARKET ST,845 MARKET ST,13A,94102,9,1,8,5800,20081224,20111115,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7841003936288, -122.406144591102)"
384285,SEGA FOOD GROUP INC,CAFE BELLINI                  ,235,POWELL ST,235 POWELL ST,,94102,7,1,8,5800,20081224,20081224,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7869251424914, -122.408422046642)"
384285,SEGA FOOD GROUP INC,CAFE BELLINI                  ,865,MARKET ST,865 MARKET ST,,94102,7,2,8,5800,20081224,20081224,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7839469212219, -122.407158344858)"
384285,SEGA FOOD GROUP INC,CAFE BELLINI                  ,685,MARKET ST,685 MARKET ST,,94102,7,3,8,5800,20081224,20081224,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7876460345676, -122.402758779112)"
384285,SEGA FOOD GROUP INC,CAFE BELLINI                  ,500,PARNASSUS AVE,500 PARNASSUS AVE,,94122,7,4,8,5800,20081224,20081224,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7637134078861, -122.459320422801)"
384285,SEGA FOOD GROUP INC,BURGER HOUSE                  ,237,POWELL ST,237 POWELL ST,,94102,8,1,8,5800,20081224,20100201,235 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7869251424914, -122.408422046642)"
384284,RAVA FOOD INC,RAVA FOOD INC                 ,237,POWELL ST,237 POWELL ST,,94102,1,1,8,5800,20050101,20050101,237 POWELL ST,,SAN FRANCISCO CA 941022205,"(37.7869251424914, -122.408422046642)"
384184,SUSHI BUNE INC,SUSHI BUNE INC                ,132,BUSH ST,132 BUSH ST,,94104,2,1,8,5800,20050106,20060101,132 BUSH ST,,SAN FRANCISCO CA 941043801,
384181,XUE'S RESTAURANT INC,TSING TAO RESTAURANT          ,3107,CLEMENT ST,3107 CLEMENT ST,,94121,1,1,8,5800,20120915,20120915,3107 CLEMENT STREET,,SAN FRANCISCO CA 941211615,"(37.7814152380535, -122.4926022324)"
384081,SF MOBILE INC,SF MOBILE INC                 ,245,MARKET ST,245 MARKET ST,5,94103,6,1,8,5800,20040101,20080901,PO BOX 1913,,UNION CITY CA 945876913,"(37.7923635250254, -122.396434007821)"
384081,SF MOBILE INC,GOLDEN GATE GRILL             ,1020,MARKET ST,1020 MARKET ST,,94103,7,1,8,5800,20040101,20080901,PO BOX 1913,,UNION CITY CA 945876913,"(37.7820436995835, -122.410988657573)"
383985,CAFE BAKERY INC,CAFE BAKERY                   ,1365,NORIEGA ST,1365 NORIEGA ST,,94122,1,1,8,5800,20050101,20050101,1365 NORIEGA ST,,SAN FRANCISCO CA 941224409,
383985,CAFE BAKERY INC,WON TON HOUSE                 ,1325,NORIEGA ST,1325 NORIEGA ST,,94122,2,1,8,5800,20050101,20050101,1365 NORIEGA ST,,SAN FRANCISCO CA 941224409,
383958,TIERNANS OF SAN FRANCISCO LLC,TIERNANS                      ,685,BEACH ST,685 BEACH ST,,94109,1,1,8,5800,20050107,20050107,685 BEACH ST,,SAN FRANCISCO CA 941091336,"(37.8064853129771, -122.41997712293)"
383958,TIERNANS OF SAN FRANCISCO LLC,TIERNAN'S IRISH PUB           ,685,BEACH ST,685 BEACH ST,,94109,2,1,8,5800,20050107,20130317,685 BEACH ST,,SAN FRANCISCO CA 941091336,"(37.8064853129771, -122.41997712293)"
383928,639 CLEMENT STREET INC,639 CLEMENT STREET INC        ,639,CLEMENT ST,639 CLEMENT ST,,94118,1,1,8,5800,20050106,20050106,639 CLEMENT ST,,SAN FRANCISCO CA 941182206,"(37.7826207181143, -122.466143330545)"
383871,CAL-MURPHY LLC,MURPHYS DELI                  ,560,MISSION ST,560 MISSION ST,,94105,1,1,8,5812,20050201,20050201,4804 MISSION ST #222,,SAN FRANCISCO CA 941123425,"(37.7888647271944, -122.399359352142)"
383735,"SIAM CHEF, INC.",THAILAND RESTAURANT           ,438-A,CASTRO ST,438-A CASTRO ST,,94114,2,1,8,5800,20071001,20071001,1290 39TH AVE,,SAN FRANCISCO CA 941221339,
383587,M.S.W. ENTERPRISES INC.,SUSHI ROCK                    ,614,PINE ST,614 PINE ST,,94108,1,2,8,5800,20041223,20060701,1608 POLK ST,,SAN FRANCISCO CA 941093615,"(37.7916435205759, -122.405984970148)"
383587,M.S.W. ENTERPRISES INC.,SUSHI ROCK                    ,1608,POLK ST,1608 POLK ST,,94109,1,1,8,5800,20041223,20041223,1608 POLK ST,,SAN FRANCISCO CA 941093615,
383500,FAMILIA SANCHEZ ENT,CASA SANCHEZ RESTAURANT       ,2778,24TH ST,2778 24TH ST,,94110,1,1,8,5800,19980101,19980101,2778 24TH ST,,SAN FRANCISCO CA 941104263,"(37.7531069075964, -122.407805645389)"
383450,AN HUI S & AN YOUNG SUN,FIRST CUP                     ,2911,VAN NESS AVE,2911 VAN NESS AVE,,94109,1,1,8,3079,20041211,20041211,2911 VAN NESS AVE,,SAN FRANCISCO CA 941091019,"(37.8024080743226, -122.425114662947)"
383426,PAZZIA INC.,PAZZIA                        ,337,3RD ST,337 3RD ST,,94123,1,1,8,5800,20041215,20041215,337 3RD ST,,SAN FRANCISCO CA 941071212,"(37.7823494158205, -122.461484943658)"
383342,MING RADA,UNITED NATIONS CAFE           ,1,UNITED NATIONS PLZ,1 UNITED NATIONS PLZ,,94102,3,1,8,3079,20110701,20110701,1 UNITED NATIONS PLZ,,SAN FRANCISCO CA 941024927,
383288,GOMEZ R & GARCIA-SANCHEZ A,TAQUERIA REINA'S              ,1550,HOWARD ST,1550 HOWARD ST,,94103,1,1,8,5812,20041116,20041116,1550 HOWARD ST,,SAN FRANCISCO CA 941032528,"(37.7725199966889, -122.416616663744)"
383224,GARCIA ANA T,RED BALLOON                   ,2763,MISSION ST,2763 MISSION ST,,94110,1,1,8,3079,20041201,20041201,2763 MISSION ST,,SAN FRANCISCO CA 941103103,"(37.7529537178948, -122.418153342155)"
383126,PRESSE LLC,CAFE DE LA PRESSE             ,352,GRANT AVE,352 GRANT AVE,,94109,1,1,8,5800,20041115,20041115,352 GRANT AVENUE,,SAN FRANCISCO CA 941083607,"(37.7903337218096, -122.405301611506)"
383126,PRESSE LLC,CAFE DE LA PRESSE             ,334,GRANT AVE,334 GRANT AVE,,94108,2,1,8,5800,20041115,20050103,352 GRANT AVENUE,,SAN FRANCISCO CA 941083607,"(37.7903337218096, -122.405301611506)"
382881,"FOOD FOR SOUL, LLC",1300 FILLMORE                 ,1300,FILLMORE ST,1300 FILLMORE ST,,94115,2,1,8,5800,20041122,20070529,1310 FILLMORE ST #706,,SAN FRANCISCO CA 941152224,"(37.7821479043237, -122.431934857016)"
382793,SAUCE LLC,SAUCESF                       ,131,GOUGH ST,131 GOUGH ST,,94102,1,1,8,5812,20041120,20041120,131 GOUGH ST,,SAN FRANCISCO CA 941025919,"(37.7746043749409, -122.422792790068)"
382706,BAGUETTE EXPRESS INC,BAGUETTE EXPRESS              ,668,LARKIN ST,668 LARKIN ST,,94109,1,1,8,5800,20041117,20041117,668 LARKIN ST,,SAN FRANCISCO CA 941097911,"(37.7840499912444, -122.417502952702)"
382700,"T-28 BAKERY CAFE REST.,LLC","T-28 BAKERY CAFE REST., LLC   ",1753,TARAVAL ST,1753 TARAVAL ST,,94116,1,1,8,5812,20041018,20041018,1753 - 1757 TARAVAL ST,,SAN FRANCISCO CA 941162308,"(37.742449853712, -122.48510176973)"
382616,LUCITAS ENTERPRISES INC,LUCITAS NITECLUB              ,3247,MISSION ST,3247 MISSION ST,,94110,1,1,8,5800,20041101,20041101,3247 MISSION ST,,SAN FRANCISCO CA 941105006,"(37.7447044895354, -122.420022749863)"
382512,"ZECHSAN BUSINESS DEV., INC.",SIP.                          ,787,BROADWAY ST,787 BROADWAY ST,,94133,1,1,8,5800,20041109,20041109,"855 FOLSOM ST., STE. 540",,SAN FRANCISCO CA 941071181,"(37.7972477868258, -122.410002946701)"
382512,"ZECHSAN BUSINESS DEV., INC.",SIP BAR & LOUNGE              ,787,BROADWAY ST,787 BROADWAY ST,,94133,2,1,8,5800,20041109,20050415,"855 FOLSOM ST., STE. 540",,SAN FRANCISCO CA 941071181,"(37.7972477868258, -122.410002946701)"
382487,ZAZIE RESTAURANT LLC,ZAZIE RESTAURANT LLC          ,941,COLE ST,941 COLE ST,,94117,1,1,8,5800,20050201,20050201,941 COLE ST,,SAN FRANCISCO CA 941174315,"(37.7652957783531, -122.450151980908)"
382476,MAGEE WILLIAM & MAGEE JAMES,MAGEE FAMILY RESTAURANTS CO   ,2965,25TH AVE,2965 25TH AVE,,94132,1,1,8,5812,20041101,20041101,625 PENNSYLVANIA ST APT 402,,DENVER CO 802030000,"(37.7331640251619, -122.481311193139)"
382387,"JBC OF SAN FRANCISCO, CA. INC.",JILLIAN'S                     ,101,4TH ST,101 4TH ST,,94103,2,1,8,5800,20041115,20041206,9737 LURLINE AVE,,CHATSWORTH CA 913114404,
382387,"JBC OF SAN FRANCISCO, CA. INC.","JBC OF SAN FRANCISCO, CA. INC.",101,4TH ST.,101 4TH ST.,170,94103,1,1,8,5800,20041115,20041115,9737 LURLINE AVE,,CHATSWORTH CA 913114404,
382350,HOLLYWOOD WORLD LLC,UTOPIA CAFE                   ,139,WAVERLY PL,139 WAVERLY PL,,94108,3,1,8,5800,20041103,20080301,838 GRANT AVE SUITE 402,,SAN FRANCISCO CA 941081707,"(37.794691035071, -122.407092088164)"
382350,HOLLYWOOD WORLD LLC,HOLLYWOOD WORLD LLC           ,810,CLAY ST,810 CLAY ST,,94108,1,1,8,5800,20041103,20041103,838 GRANT AVE SUITE 402,,SAN FRANCISCO CA 941081707,"(37.7943822540635, -122.406667028695)"
382279,MOHAMED GHANIM Y,UP & AWAY MARKET & DELI       ,201,TURK ST,201 TURK ST,A,94102,1,1,8,3079,20041029,20041029,201 TURK ST #A,,SAN FRANCISCO CA 941023852,"(37.7826490197832, -122.412942363957)"
382043,J & F INC,YUZU                          ,3347,FILLMORE ST,3347 FILLMORE ST,,94123,1,1,8,5800,20041025,20041025,3347 FILLMORE ST,,SAN FRANCISCO CA 941232710,"(37.8004653450973, -122.436434153336)"
381977,WRIGHT DAVID G,CAFE DIVINE                   ,1600,STOCKTON ST,1600 STOCKTON ST,,94133,2,1,8,3079,20041021,20041211,1600 STOCKTON ST,,SAN FRANCISCO CA 941333316,"(37.8006636347981, -122.408958698362)"
381957,PANINOTECA INC.,PALIO PANINOTECA              ,500,PARNASSUS AVE,500 PARNASSUS AVE,,94122,2,1,8,5800,20041101,20100101,"505 MONTGOMERY ST, LOBBY",,SAN FRANCISCO CA 941116529,"(37.7637134078861, -122.459320422801)"
381957,PANINOTECA INC.,PALIO PANINOTECA              ,505,MONTGOMERY ST,505 MONTGOMERY ST,,94111,1,1,8,5800,20041101,20041101,"505 MONTGOMERY ST, LOBBY",,SAN FRANCISCO CA 941116529,"(37.794123579017, -122.403223201326)"
381957,PANINOTECA INC.,PALIO PANINOTECA              ,2565,3RD ST,2565 3RD ST,307,94107,2,2,8,5800,20041101,20101101,"505 MONTGOMERY ST, LOBBY",,SAN FRANCISCO CA 941116529,"(37.7567173115898, -122.387648963711)"
381957,PANINOTECA INC.,PALIO CAFFE                   ,163,2ND ST,163 2ND ST,,94105,3,1,8,5800,20041101,20120118,"505 MONTGOMERY ST, LOBBY",,SAN FRANCISCO CA 941116529,"(37.7874232971039, -122.398673084608)"
381937,ABDALLAH NABEEL K,MISS TOMATO SANDWICH SHOP     ,388,MARKET ST,388 MARKET ST,106,94111,5,1,8,3079,20110920,20110920,24 VISTA CT,,S SAN FRAN CA 940805549,"(37.7922174235599, -122.39816673478)"
381853,GEMMABELLA LP,LUELLA                        ,1896,HYDE ST,1896 HYDE ST,,94109,1,1,8,5812,20041018,20041018,1896 HYDE ST,,SAN FRANCISCO CA 941092109,"(37.7981219915062, -122.418569947044)"
381823,H&M ENTERPRISE,KITCHEN KURA                  ,1525,IRVING ST,1525 IRVING ST,,94122,1,1,8,5800,20041012,20041012,1525 IRVING ST,,SAN FRANCISCO CA 941221908,
381802,CHO HYEON C & JINHEE,ASA SUSHI                     ,2365,CHESTNUT ST,2365 CHESTNUT ST,,94132,1,1,8,3079,20041015,20041015,2365 CHESTNUT ST,,SAN FRANCISCO CA 941232609,"(37.799770599417, -122.442224737415)"
381764,VAN SLYKE SANDRA/HOOKER JAMES,HOOKERS GUMBO SHACK           ,35,6TH ST,35 6TH ST,,94130,1,1,8,5812,20041001,20050501,35 6TH STREET,,SAN FRANCISCO CA 941031611,"(37.7818516282833, -122.40942231269)"
381703,ZHEN QING YUN,SWEET CHINITO                 ,3100,MISSION ST,3100 MISSION ST,,94110,1,1,8,3079,20041101,20041101,3100 MISSION ST,,SAN FRANCISCO CA 941104504,
381675,FREMI CORPORATION,CHOUQUET'S                    ,2500,WASHINGTON ST,2500 WASHINGTON ST,,94115,1,1,8,5800,20041101,20041101,2500 WASHINGTON ST,,SAN FRANCISCO CA 941151819,"(37.7918014297335, -122.434602568339)"
381608,BOULDT JOHNNY H,TEXAS THIEVES                 ,1338,22ND AVE,1338 22ND AVE,,94122,1,1,8,3079,20041007,20041007,1338 22ND AVE,,SAN FRANCISCO CA 941221604,"(37.7626495781794, -122.479953978869)"
381608,BOULDT JOHNNY H,72(SEVENTY TWO)               ,1338,22ND AVE,1338 22ND AVE,,941221604,2,1,8,3079,20041007,20070115,1338 22ND AVE,,SAN FRANCISCO CA 941221604,"(37.7626495781794, -122.479953978869)"
381606,GONZALEZ JOSE ANTONIO S,VENICE PIZZA AND RESTAURANT   ,5228,MISSION ST,5228 MISSION ST,,94112,1,1,8,3079,20041101,20041101,5228 MISSION ST,,SAN FRANCISCO CA 941123732,
381600,WING LEE INC,WING LEE BBQ RESTAURANT       ,501,CLEMENT ST,501 CLEMENT ST,,94118,1,1,8,5800,20041001,20041001,501 CLEMENT ST,,SAN FRANCISCO CA 941182323,"(37.7826926380397, -122.464581893865)"
381600,WING LEE INC,WEI LEE CHINESE FOOD & DONUTS ,700,CLEMENT ST,700 CLEMENT ST,,94118,3,1,8,5800,20041001,20050118,501 CLEMENT ST,,SAN FRANCISCO CA 941182323,"(37.7830581741726, -122.466748754897)"
381562,LEE PANDORA,SUSHI FRIEND                  ,3348,18TH ST,3348 18TH ST,,94110,2,1,8,3079,20041006,20120501,3348 18TH ST,,SAN FRANCISCO CA 941101905,"(37.7621349675609, -122.4181462165)"
381471,NODA USA INC,NIPPON-YA                     ,1737,POST ST,1737 POST ST,345,94115,2,1,8,5800,20041115,20050308,1737 POST ST #345,,SAN FRANCISCO CA 941153646,"(37.7851658399062, -122.430552378541)"
381471,NODA USA INC,NOODLE BAR NODA               ,1737,POST ST,1737 POST ST,345,94115,1,1,8,5800,20041115,20041115,1737 POST ST #345,,SAN FRANCISCO CA 941153646,"(37.7851658399062, -122.430552378541)"
381334,KINER DANIEL J,JAVA BREAK                    ,2200,JUDAH ST,2200 JUDAH ST,,94122,1,1,8,3079,20041001,20041001,2200 JUDAH ST,,SAN FRANCISCO CA 941221537,"(37.7614554330578, -122.485798955209)"
381322,MARENCO JOSE U,EL PAISA RESTAURANT           ,3322,MISSION ST,3322 MISSION ST,,94110,2,1,8,3079,20041001,20100504,3322 MISSION ST,,SAN FRANCISCO CA 941105009,"(37.7436413076625, -122.421488972984)"
381322,MARENCO JOSE U,JENNY & JESSE RESTAURANTE     ,3322,MISSION ST,3322 MISSION ST,,94110,1,1,8,3079,20041001,20041001,3322 MISSION ST,,SAN FRANCISCO CA 941105009,"(37.7436413076625, -122.421488972984)"
381211,PARK DUK SOOK,BAY AREA NOODLE COMPANY       ,101,SPEAR ST #A12,101 SPEAR ST #A12,,94105,1,1,8,3079,20040901,20040901,400 HAUSER BLVD APT 8K,,LOS ANGELES CA 900365580,"(37.792265143252, -122.392847515015)"
381164,THAI INT'L BUSINESS INC,THAI CHEF 2                   ,4133,18TH ST,4133 18TH ST,,94114,1,1,8,5800,20040901,20040901,1290 39TH AVE,,SAN FRANCISCO CA 941221339,"(37.7606499988139, -122.435780692581)"
381160,TWO SMART GUYS LLC,MARS BAR & RESTAURANT         ,798,BRANNAN ST,798 BRANNAN ST,,94103,3,1,8,5812,20041001,20050608,920 NATOMA STREET,,SAN FRANCISCO CA 941034919,"(37.773340679402, -122.403237111736)"
381160,TWO SMART GUYS LLC,THE TRUCKSTOP CAFE            ,798,BRANNAN ST,798 BRANNAN ST,,94103,1,1,8,5812,20041001,20041001,920 NATOMA STREET,,SAN FRANCISCO CA 941034919,"(37.773340679402, -122.403237111736)"
381160,TWO SMART GUYS LLC,CAFE MARS                     ,798,BRANNAN ST,798 BRANNAN ST,,94103,2,1,8,5812,20041001,20041001,920 NATOMA STREET,,SAN FRANCISCO CA 941034919,"(37.773340679402, -122.403237111736)"
381036,OCHOA JOEL,ROOSEVELT TAMALE PARLOR       ,2854,CESAR CHAVEZ,2854 CESAR CHAVEZ,,94110,1,1,8,3079,20040824,20050610,2854 CESAR CHAVEZ,,SAN FRANCISCO CA 941104836,"(37.7490136847059, -122.406760194935)"
380952,PLEIADES ENTERPRISES INC,THE SENTINEL RESTAURANT       ,37,NEW MONTGOMERY ST,37 NEW MONTGOMERY ST,,94105,2,1,8,5800,20041001,20080401,127 STEVENSON ST,,SAN FRANCISCO CA 941053403,
380952,PLEIADES ENTERPRISES INC,CANTEEN                       ,817,SUTTER ST,817 SUTTER ST,,94109,6,1,8,5800,20041001,20090101,127 STEVENSON ST,,SAN FRANCISCO CA 941053403,"(37.7883024125338, -122.413945439059)"
380944,FENG EDDY & HUANG GUO NING,GOLDEN CHOPSTICKS RESTAURANT  ,1650,BALBOA STREET,1650 BALBOA STREET,,94121,2,1,8,5812,20040918,20041201,1363 26TH AVE,,SAN FRANCISCO CA 941221526,"(37.776798019864, -122.476709266866)"
380944,FENG EDDY & HUANG GUO NING,DOUBLE E                      ,1363,26TH AVE,1363 26TH AVE,,94122,1,1,8,5812,20040918,20040918,1363 26TH AVE,,SAN FRANCISCO CA 941221526,"(37.762044607408, -122.484873345881)"
380885,"BEAN, LLC",MIJITA                        ,1,FERRY BLDG,1 FERRY BLDG,E-10,94111,1,1,8,5800,20040820,20040820,1 FERRY BLDG # 44,,SAN FRANCISCO CA 941114231,
380743,BURNS ANNE-MARIE,HOUSE OF DONUTS               ,2240,TARAVAL,2240 TARAVAL,,94116,1,1,8,3079,20040907,20040907,2711 37TH AVE,,SAN FRANCISCO CA 941162853,"(37.7426545274171, -122.490312134281)"
380743,BURNS ANNE-MARIE,COPPER KETTLE THE             ,2240,TARAVAL ST,2240 TARAVAL ST,,94116,2,1,8,3079,20040907,20040907,2711 37TH AVE,,SAN FRANCISCO CA 941162853,"(37.7426545274171, -122.490312134281)"
380741,CASTANEDA JOSE G,LA SANTANECA DE LA MISSION    ,2815,MISSION ST,2815 MISSION ST,,94110,1,1,8,3079,20040901,20040901,PO BOX 4432,,DALY CITY CA 940160000,"(37.7519476330897, -122.418118765636)"
380678,TRINACRIA BROS INC,ORIGINAL US RESTAURANT        ,515,COLUMBUS AVE,515 COLUMBUS AVE,,94133,1,1,8,5800,20040909,20040909,515 COLUMBUS AVENUE,,SAN FRANCISCO CA 941330000,"(37.7996689037833, -122.409664846502)"
380662,COMMUS LLC,FOOD EXPRESS                  ,716,GRANT AVE,716 GRANT AVE,,94108,3,1,8,5800,20040901,20050130,700 GRANT AVE,,SAN FRANCISCO CA 941082114,"(37.7936309083348, -122.405979129143)"
380662,COMMUS LLC,FLOATING SUSHI BOAT           ,700,GRANT AVE,700 GRANT AVE,,94108,2,1,8,5800,20040901,20050130,700 GRANT AVE,,SAN FRANCISCO CA 941082114,"(37.7936309083348, -122.405979129143)"
380639,BAYSUBWAY 03,BAYSUBWAY 03                  ,147,MASON ST,147 MASON ST,,94102,2,1,8,5800,20110209,20110209,1457 LAKE ST,,SAN FRANCISCO CA 941180000,"(37.7849752823949, -122.409691405075)"
380628,LIN XING YOU,LIN'S CAFETERIA               ,4935,MISSION ST,4935 MISSION ST,,94112,2,1,8,3079,20081120,20081120,567 PINE ST STE 201,,SAN FRANCISCO CA 941083221,"(37.719404810746, -122.438457570915)"
380591,AYOR CORPORATION,COCOTTE ROTISSERIE            ,1521,HYDE ST,1521 HYDE ST,,94109,10,1,8,5800,20040831,20120815,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380591,AYOR CORPORATION,MUSSELS BAR                   ,861,ASHBURY ST,861 ASHBURY ST,,94117,4,1,8,5800,20040831,20100819,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7661194207254, -122.446453328498)"
380591,AYOR CORPORATION,COCOTTE                       ,1521,HYDE ST,1521 HYDE ST,,94109,9,1,8,5800,20040831,20120815,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380591,AYOR CORPORATION,GRAPE AND BARLEY              ,861,ASHBURY ST,861 ASHBURY ST,,94117,8,1,8,5800,20040831,20120718,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7661194207254, -122.446453328498)"
380591,AYOR CORPORATION,LA ROTISSERIE                 ,1521,HYDE ST,1521 HYDE ST,,94109,7,1,8,5800,20040831,20120719,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380591,AYOR CORPORATION,GRAPES AND BARLEY             ,861,ASHBURY ST,861 ASHBURY ST,,94117,6,1,8,5800,20040831,20120718,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7661194207254, -122.446453328498)"
380591,AYOR CORPORATION,MUSSEL BAR                    ,861,ASHBURY ST,861 ASHBURY ST,,94117,5,1,8,5800,20040831,20100819,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7661194207254, -122.446453328498)"
380591,AYOR CORPORATION,ECH'O CATERING                ,1521,HYDE ST,1521 HYDE ST,,94109,3,1,8,5800,20040831,20090813,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380591,AYOR CORPORATION,LA MAISON                     ,1521,HYDE ST,1521 HYDE ST,,94109,2,1,8,5800,20040831,20090411,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380591,AYOR CORPORATION,HYDE STREET BISTRO            ,1521,HYDE ST,1521 HYDE ST,,94109,1,1,8,5800,20040831,20040831,861 ASHBURY ST,,SAN FRANCISCO CA 941174444,"(37.7947196742617, -122.418358675065)"
380576,LIGURIA INVESTMENT INC,VALENTINA RISTORANTE          ,419,CORTLAND ST,419 CORTLAND ST,,94110,1,1,8,5800,20040826,20040826,419 CORTLAND AVE,,SAN FRANCISCO CA 941105537,"(37.7393508803414, -122.417425136369)"
380576,LIGURIA INVESTMENT INC,VEGA                          ,419,CORTLAND AVE,419 CORTLAND AVE,,94110,2,1,8,5800,20040826,20090830,419 CORTLAND AVE,,SAN FRANCISCO CA 941105537,"(37.7393508803414, -122.417425136369)"
380544,CHAN DIN W,MANDARIN VILLA RESTAURANT     ,101,OAK ST,101 OAK ST,,94102,1,1,8,3079,20040901,20040901,101 OAK ST,,SAN FRANCISCO CA 941025911,
